gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0,-0.9109613101984924,1,1,0.5297246331340278,-0.6577962370017911,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,-1.0738427650786138,1,1,0.5230774451333633,-0.7839541295470933,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,-1.2774445836787656,0,1,-0.6684310039857471,-0.9861067658970057,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,0,1,0.10704778280226633,1,1,0.677624566148813,0.33126046349850075,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1,0,1,1,-0.5037576729981889,1,1,1.3656085242175875,-0.01769769390211738,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,1,0,0.5956921474426305,1,1,1.4885815022298807,1.255087423090162,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,1,1,0,-0.21871512695797646,1,1,1.3140928172124378,0.25941289294070236,1,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0,0,1,0.880734693482843,1,1,-0.3244390249513595,0.3586362188138916,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,0,-1.2367242199587352,1,1,0.6909189421501416,-0.9231050276369284,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,-1.1552834925186746,1,0,0.1873944510998066,-0.8818318300582851,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.025607055362205634,1,1,1.3174164112127704,0.4984709593008072,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,-0.9516816739185228,1,0,-0.6518130339840859,-0.8220728283262998,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-1.2367242199587352,1,1,0.8238627021634315,-0.9239432860591561,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,1,0,0,-0.9924020376385531,1,1,0.5480044001358552,-0.7472913532907037,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.748079855318371,1,1,0.8371570781647607,-0.4859091415807394,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,0,0,-1.1960038562387048,1,1,0.40675165512173467,-0.9009132388800523,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-0.8295205827584317,1,1,0.47156173812821356,-0.5966695504756445,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,0.025607055362205634,1,1,0.5264010391336954,0.1662117920482558,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,-0.748079855318371,1,1,0.7091987091519689,-0.4606952106174101,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,0,0,0.10704778280226633,1,1,1.0199547481830342,0.526905567360065,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,1.3286586944031769,1,0,0.25552812810661757,1.0474199286992767,1,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,0,0,1,-0.055833672077855064,1,1,0.7241548821534641,0.18425640755832004,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,0,-1.2367242199587352,0,1,-1.3198554280508674,-0.980944858770655,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-1.2774445836787656,1,1,0.35523594811658493,-0.972518155684048,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,0,0.9850570111795457,-0.9641576308939326,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,-0.62591876415828,1,0,-1.3514295710540236,-0.8249626139397698,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,-1.1552834925186746,1,1,0.32864719611392706,-0.8728315817354169,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2367242199587352,1,0,-1.4660935640654862,-0.9887318383245091,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-1.0331224013585834,1,1,0.7324638671542947,-0.7321144639619456,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,0,-1.491020519067978,-0.9970261848181327,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.2774445836787656,1,1,0.3436033691154218,-0.9726725717091952,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.7992939660427822,1,1,1.3373579752147637,1.3884587499530574,1,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
1,0,0,0,-1.2774445836787656,1,1,0.3436033691154218,-0.9726725717091952,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-1.2774445836787656,1,0,-0.34604238595351905,-0.9818272360572107,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,-1.1960038562387048,1,1,0.8886727851699104,-0.8986190579350074,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1,0,0,-0.9516816739185228,1,0,-0.3393951979528547,-0.7878365896079385,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,0,-0.62591876415828,1,0,0.5563133851366857,-0.4193778941744391,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,0,0,-0.7073594915983407,1,1,1.0482052971858582,-0.3763399420226845,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
0,0,0,1,-1.2774445836787656,1,1,0.18905624809997262,-0.9747240989004372,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,-0.46303730927815856,1,0,1.3174164112127704,-0.053742806057918126,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,1,0,0,-0.7888002190384014,1,1,0.572931355138347,-0.5084980001165655,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,1,1,0.5549717837226001,1,1,1.1944434332004772,0.9977200280340262,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,-1.0331224013585834,1,1,0.34526516611558833,-0.7865792019745965,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,-1.2774445836787656,1,0,-0.4756625519664766,-0.9835478717659943,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,-1.1552834925186746,0,1,-1.3464441800535252,-0.9634296696325241,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,-1.2774445836787656,1,0,0.15415851109648415,-0.9751873469758788,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,-0.7888002190384014,1,1,0.32033821111309646,-0.6101699229599469,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,-0.6666391278783103,1,1,0.014567563082529699,-0.5454916678554136,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0,0,0,-0.5444780367182193,1,1,0.7058751151516368,-0.32970630242821536,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,-0.8702409464784621,1,1,1.099721004191008,-0.5181159125400226,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,1,0,-1.2774445836787656,1,0,-0.6667692069855808,-0.986084706464842,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,1.2064976032430856,1,1,1.1761636661986499,1.766314763488375,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0,-0.6666391278783103,1,1,1.1296333501939984,-0.3053968081836057,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,0.3106496014024181,0,1,-0.7448736659933887,-0.24852759206509034,1,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,-1.2774445836787656,1,1,0.16745288709781284,-0.9750108715185677,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,0.8400143297628127,0,1,-0.143303151933252,0.39904909853814297,1,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
1,1,0,0,-0.46303730927815856,0,1,-0.7598298389948839,-0.6351632596016373,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,-1.0738427650786138,1,0,-1.504314895069307,-0.9412599403078119,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,0,0,-0.9516816739185228,1,0,-0.6518130339840859,-0.8220728283262998,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,1,-0.5371490409726233,-0.9843640707560584,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,-1.1552834925186746,1,0,-0.43245582996215753,-0.9170828026561857,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,1.3286586944031769,1,1,0.9003053641710731,1.615229712597874,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,0,0,-1.1145631287986442,1,1,0.18240906009930805,-0.8593753281154424,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,-0.9924020376385531,1,0,0.21232140610229844,-0.7571298600357999,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,1,-0.6666391278783103,1,1,0.8205391081630994,-0.37479578177121203,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0,0,0,-1.0738427650786138,1,1,-0.46402997296531395,-0.8787214501231763,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,0.3920903288424788,1,1,1.3440051632154282,0.9357550830856517,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,-0.015113308357824713,1,1,0.46989994112804756,0.07420190049265937,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,0,0.5114448661322006,-0.9704445690606419,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1,1,1,0.35136996512244845,1,1,1.5683477582378549,0.9949405395813756,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,0,0,0.8400143297628127,1,0,0.6875953481498096,0.9871535600275216,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,-1.2774445836787656,1,1,0.3502505571160864,-0.9725843339805395,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,0.10704778280226633,1,0,0.24888094010595296,0.12740925087196867,1,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
0,0,1,1,-1.2367242199587352,1,0,-0.2679379269457112,-0.9557088683751616,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,-0.30015585439803716,1,1,0.8222009051632655,-0.03688939988470401,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,1,-1.2774445836787656,1,1,-0.1582593249347472,-0.9793345202226907,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,0,0,-0.5444780367182193,1,1,0.5014740841312035,-0.3564864530751811,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-1.2367242199587352,1,0,0.8388188751649267,-0.9219579371644058,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1,0,0,0,0.7178532386027215,1,1,1.4919050962302134,1.4432984983124941,1,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
1,1,0,0,-0.7073594915983407,1,0,-0.3244390249513595,-0.6717819169936992,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,1,0,0,-1.2367242199587352,1,0,0.8222009051632655,-0.9345538729299886,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,1.0436161483629645,1,1,1.2791950802089493,1.6491130004016128,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,1,0,0,0.10704778280226633,1,1,1.217708591202803,0.5367220146729972,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,-0.015113308357824713,1,1,0.1657910900976468,0.03006097673271026,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,1.6137012404433893,1,1,1.284180471209448,2.2469236120431044,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,0,0,-1.1145631287986442,0,1,-0.4573827849646494,-0.8708241734085027,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,0,0,-1.2774445836787656,1,0,-1.504314895069307,-0.9972026602754438,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-0.7888002190384014,1,1,1.0598378761870213,-0.4567465722600733,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-0.4223169455581282,1,1,-0.3194536339508612,-0.47944572795671886,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1,1,1,0,0.6364125111626608,1,0,1.7511454282561285,1.393775073104555,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.1552834925186746,1,1,0.30372024111143525,-0.8818980083547768,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,0.6771328748826912,1,1,1.1911198392001445,1.2308661665742078,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
1,0,1,0,-0.748079855318371,1,1,-0.0020504069191315333,-0.5906473254949018,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,0,0.22920887396235737,1,1,1.3373579752147637,0.7705961144745873,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,0,1.0266019361836989,-0.9636061450898352,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,1,0,-1.1960038562387048,1,1,0.31036742911209936,-0.9052148281520114,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,-0.8702409464784621,1,1,-0.6883725679877406,-0.7924028920658642,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,-1.1552834925186746,1,0,-0.4623681759651477,-0.9001190993221522,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,0,1.4508197855632678,1,1,1.1778254631988159,2.017064328895343,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,1,1,0,0.7178532386027215,1,1,0.2089978121019659,0.5140228589763516,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,0,-0.5037576729981889,1,1,0.2954112561106046,-0.36012625938222337,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.9516816739185228,1,1,1.0216165451832002,-0.6400163346776937,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,-1.1960038562387048,1,1,0.18407085709947407,-0.9136635906707823,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2367242199587352,1,1,0.8853491911695783,-0.9203917174807695,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-1.2367242199587352,1,1,0.7058751151516368,-0.9328111777890412,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0,-0.0965540357978854,0,1,-0.8130073430001998,-0.4883136196866037,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,-0.62591876415828,1,1,0.9850570111795457,-0.29218320831743394,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,-1.2367242199587352,1,1,0.5280628361338618,-0.9422084958908593,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,-1.1960038562387048,1,1,0.34526516611558833,-0.9101782003888872,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,-0.7888002190384014,1,1,1.4005062612210766,-0.4038921727953865,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,-1.1552834925186746,1,1,-0.14496494893341827,-0.8857363495512941,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,1,1,0,1.0436161483629645,1,1,1.465316344227555,1.7680574586293223,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,1,0,0.6364125111626608,0,0,-0.9991286070188055,-0.2979186606800461,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,1,1,-1.0738427650786138,1,1,0.6244470621434968,-0.7951162022220231,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1,0,0,0,-0.748079855318371,1,1,0.5214156481331973,-0.532851613225503,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.3920903288424788,1,1,0.6493740171459885,0.5773554887188875,1,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1,0,0,0,-0.7888002190384014,0,1,-1.3580767590546883,-0.8730962949213836,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.7073594915983407,1,1,-0.2047896409393986,-0.591220870731163,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0,0,0,-1.2774445836787656,1,1,0.179085466098976,-0.9748564554934205,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,-1.2367242199587352,1,1,0.5131066631323666,-0.9413702374686314,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,0,0,-0.4223169455581282,1,1,1.0614996731871873,-0.08683195430375713,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.2774445836787656,1,1,-0.4740007549663106,-0.9835258123338303,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,-1.2367242199587352,1,1,0.3303089931140931,-0.9328332372212049,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-0.30015585439803716,1,1,0.8521132511662559,-0.04463226057423041,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,-0.8295205827584317,1,1,1.1695164781979852,-0.5060494031463735,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
1,0,1,0,-0.748079855318371,1,0,1.3689321182179202,-0.41068647790186535,1,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True
0,0,0,0,-0.015113308357824713,1,1,1.4420511862252297,0.5087506546891812,1,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
0,0,0,0,-0.62591876415828,1,0,0.966777244177718,-0.2885875208747194,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,1.0436161483629645,1,1,1.4852579082295487,1.7050998392335728,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
1,0,1,0,-1.2367242199587352,1,1,1.3174164112127704,-0.8986852362314991,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.2774445836787656,0,1,-1.3464441800535252,-0.995107014219874,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-0.38159658183809786,1,0,0.36022133911708304,-0.22993149075092886,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,-1.2774445836787656,1,1,0.15914390209698223,-0.9751211686793871,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-1.2774445836787656,1,1,0.19570343610063723,-0.9746358611717816,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,0,1.4915401492832983,1,1,0.8371570781647607,1.7044821751329835,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-0.2594354906780068,1,1,0.5230774451333633,-0.08425100074058153,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,1,0,0,-1.2367242199587352,1,1,0.16080569909714826,-0.9477233539318325,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-0.748079855318371,1,1,0.022876548083360315,-0.5921473668820466,1,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,0.6771328748826912,1,1,1.1645310871974868,1.1438637661198152,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.2774445836787656,1,1,-0.62854787598176,-0.9855773395250724,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,0,-0.21871512695797646,0,0,-0.9393039150128251,-0.5504991589566172,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,-1.2774445836787656,1,1,-1.4843733310673135,-0.9969379470894771,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.0738427650786138,1,0,-0.28289409994720643,-0.8341393377199492,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-1.2774445836787656,1,1,0.8670694241677506,-0.965723850577569,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0,0,0,-1.2367242199587352,1,0,0.19736523310080326,-0.943730596710168,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,1,0,-0.6666391278783103,1,1,0.3170146171127639,-0.4859753198772311,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,-1.2774445836787656,1,1,0.6676537841478158,-0.9683709824372361,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,0,-0.6302096729819263,-0.9855993989572361,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-0.6666391278783103,1,1,-0.4856333339674735,-0.6695097954808181,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-0.13727439951791576,1,1,1.1246479591934997,0.2882886896432378,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0,-0.7888002190384014,1,1,1.0598378761870213,-0.4567465722600733,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-1.2774445836787656,0,1,-0.9808488400169781,-0.9902539391438177,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,-1.2774445836787656,1,1,-1.481049737066981,-0.9968938282251494,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,-1.2774445836787656,1,0,0.466576347127715,-0.971040173729067,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-1.2367242199587352,1,1,0.39013368512007346,-0.9341347437188747,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0.6771328748826912,1,1,1.1645310871974868,1.1438637661198152,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,0,0,-0.8295205827584317,1,1,0.6327560471443273,-0.5514918334039923,1,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,-0.62591876415828,1,1,0.395119076120572,-0.42628249644173755,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,0.35136996512244845,1,1,1.3805646972190828,0.954593838153616,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,0.5549717837226001,0,0,-1.1453667430334245,-0.3969213922315964,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-1.2367242199587352,1,1,-0.3227772279511935,-0.9604737057225625,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
